Date,Price,Open,High,Low,Vol.,Change %
"Jan 25, 2018",6050.00,6054.70,6056.00,6029.10,499.66M,-0.0008
"Jan 24, 2018",6054.70,6037.00,6066.30,6036.20,512.57M,0.0029
"Jan 23, 2018",6037.00,5991.90,6041.00,5991.90,486.24M,0.0075
"Jan 22, 2018",5991.90,6005.80,6017.80,5991.90,445.98M,-0.0023
"Jan 19, 2018",6005.80,6014.60,6028.70,6002.20,527.24M,-0.0015
"Jan 18, 2018",6014.60,6015.80,6035.60,6014.60,518.80M,-0.0002
"Jan 17, 2018",6015.80,6048.60,6048.60,6012.90,513.86M,-0.0054
"Jan 16, 2018",6048.60,6077.10,6077.80,6042.00,458.05M,-0.0047
"Jan 15, 2018",6077.10,6070.10,6103.60,6070.10,433.66M,0.0012
"Jan 12, 2018",6070.10,6067.60,6086.00,6067.60,465.47M,0.0004
"Jan 11, 2018",6067.60,6096.70,6097.10,6053.90,475.22M,-0.0048
"Jan 10, 2018",6096.70,6135.80,6150.00,6096.50,517.47M,-0.0064
"Jan 09, 2018",6135.80,6130.40,6149.60,6130.40,510.21M,0.0009
"Jan 08, 2018",6130.40,6122.30,6143.00,6122.30,346.27M,0.0013
"Jan 05, 2018",6122.30,6077.10,6124.80,6077.10,388.94M,0.0074
"Jan 04, 2018",6077.10,6070.40,6102.20,6068.80,412.19M,0.0011
"Jan 03, 2018",6070.40,6061.30,6082.30,6060.80,335.32M,0.0015
"Jan 02, 2018",6061.30,6065.10,6074.10,6035.80,245.84M,-0.0006
"Dec 29, 2017",6065.10,6088.10,6091.60,6051.60,322.43M,-0.0038
"Dec 28, 2017",6088.10,6069.90,6088.10,6063.20,269.77M,0.0030
"Dec 27, 2017",6069.90,6069.70,6092.80,6069.00,256.84M,0.0000
"Dec 22, 2017",6069.70,6060.40,6087.20,6060.40,506.89M,0.0015
"Dec 21, 2017",6060.40,6075.60,6082.00,6054.80,830.40M,-0.0025
"Dec 20, 2017",6075.60,6071.80,6083.30,6057.00,558.06M,0.0006
"Dec 19, 2017",6071.80,6038.90,6080.60,6038.90,601.37M,0.0054
"Dec 18, 2017",6038.90,5997.00,6040.90,5997.00,576.95M,0.0070
"Dec 15, 2017",5997.00,6011.30,6011.30,5989.80,956.31M,-0.0024
"Dec 14, 2017",6011.30,6021.80,6043.40,6011.30,666.54M,-0.0017
"Dec 13, 2017",6021.80,6013.20,6027.20,6003.10,696.80M,0.0014
"Dec 12, 2017",6013.20,5998.30,6015.80,5998.30,559.58M,0.0025
"Dec 11, 2017",5998.30,5994.40,6015.00,5990.00,466.34M,0.0007
"Dec 08, 2017",5994.40,5977.70,6012.00,5977.70,473.60M,0.0028
"Dec 07, 2017",5977.70,5945.70,5987.20,5944.30,539.56M,0.0054
"Dec 06, 2017",5945.70,5971.80,5971.80,5938.70,619.18M,-0.0044
"Dec 05, 2017",5971.80,5985.60,5985.60,5948.70,599.26M,-0.0023
"Dec 04, 2017",5985.60,5989.80,6000.50,5979.00,515.62M,-0.0007
"Dec 01, 2017",5989.80,5969.90,6011.40,5969.90,410.74M,0.0033
"Nov 30, 2017",5969.90,6011.10,6011.10,5949.20,868.51M,-0.0069
"Nov 29, 2017",6011.10,5984.30,6031.40,5984.30,547.18M,0.0045
"Nov 28, 2017",5984.30,5988.80,6004.30,5976.30,766.01M,-0.0008
"Nov 27, 2017",5988.80,5982.60,6009.00,5978.10,435.68M,0.0010
"Nov 24, 2017",5982.60,5986.30,5986.30,5951.40,435.93M,-0.0006
"Nov 23, 2017",5986.20,5986.40,5991.10,5971.00,476.16M,0.0000
"Nov 22, 2017",5986.40,5963.50,5998.10,5963.50,581.63M,0.0038
"Nov 21, 2017",5963.50,5945.70,5969.10,5945.20,491.33M,0.0030
"Nov 20, 2017",5945.70,5957.30,5957.30,5922.60,443.48M,-0.0019
"Nov 17, 2017",5957.30,5943.50,5978.70,5943.50,446.20M,0.0023
"Nov 16, 2017",5943.50,5934.20,5953.60,5916.10,596.44M,0.0016
"Nov 15, 2017",5934.20,5968.70,5968.70,5934.20,628.02M,-0.0058
"Nov 14, 2017",5968.70,6021.80,6021.80,5957.10,610.73M,-0.0088
"Nov 13, 2017",6021.80,6029.40,6029.40,6010.70,419.29M,-0.0013
"Nov 10, 2017",6029.40,6049.40,6049.40,6020.70,444.62M,-0.0033
"Nov 09, 2017",6049.40,6016.30,6052.10,6016.30,584.19M,0.0055
"Nov 08, 2017",6016.30,6014.30,6022.80,5996.20,494.16M,0.0003
"Nov 07, 2017",6014.30,5953.80,6017.40,5953.80,461.25M,0.0102
"Nov 06, 2017",5953.80,5959.90,5966.30,5945.70,453.61M,-0.0010
"Nov 03, 2017",5959.90,5931.70,5968.20,5931.70,468.62M,0.0048
"Nov 02, 2017",5931.70,5937.80,5961.50,5929.10,521.00M,-0.0010
"Nov 01, 2017",5937.80,5909.00,5952.40,5909.00,608.30M,0.0049
"Oct 31, 2017",5909.00,5919.10,5934.50,5908.30,536.77M,-0.0017
"Oct 30, 2017",5919.10,5903.60,5927.70,5903.60,484.18M,0.0027
"Oct 27, 2017",5903.20,5916.30,5938.10,5859.20,623.19M,-0.0022
"Oct 26, 2017",5916.30,5905.60,5916.30,5884.60,546.43M,0.0018
"Oct 25, 2017",5905.60,5897.60,5919.90,5895.10,562.70M,0.0014
"Oct 24, 2017",5897.60,5894.00,5908.80,5885.40,502.23M,0.0006
"Oct 23, 2017",5894.00,5907.00,5925.30,5892.30,428.25M,-0.0022
"Oct 20, 2017",5907.00,5896.10,5924.90,5868.60,486.91M,0.0018
"Oct 19, 2017",5896.10,5890.50,5910.20,5884.90,635.70M,0.0010
"Oct 18, 2017",5890.50,5889.60,5906.10,5886.70,544.97M,0.0002
"Oct 17, 2017",5889.60,5846.80,5896.30,5846.80,494.54M,0.0073
"Oct 16, 2017",5846.80,5814.20,5856.30,5814.20,463.52M,0.0056
"Oct 13, 2017",5814.20,5794.50,5825.20,5792.70,438.60M,0.0034
"Oct 12, 2017",5794.50,5772.10,5794.50,5763.70,469.18M,0.0039
"Oct 11, 2017",5772.10,5738.10,5778.10,5738.10,528.91M,0.0059
"Oct 10, 2017",5738.10,5739.30,5750.30,5720.40,453.78M,-0.0002
"Oct 09, 2017",5739.30,5710.80,5759.20,5710.80,433.02M,0.0050
"Oct 06, 2017",5710.70,5651.80,5710.70,5651.80,455.85M,0.0104
"Oct 05, 2017",5651.80,5652.10,5673.60,5650.90,475.64M,-0.0001
"Oct 04, 2017",5652.10,5701.40,5702.80,5651.10,519.00M,-0.0086
"Oct 03, 2017",5701.40,5729.30,5736.40,5692.70,487.11M,-0.0049
"Oct 02, 2017",5729.30,5681.60,5751.00,5681.60,352.06M,0.0084
"Sep 29, 2017",5681.60,5670.40,5688.50,5651.90,594.32M,0.0020
"Sep 28, 2017",5670.40,5664.30,5685.90,5664.30,548.26M,0.0011
"Sep 27, 2017",5664.30,5671.00,5672.60,5649.10,532.69M,-0.0012
"Sep 26, 2017",5671.00,5683.70,5698.50,5666.60,513.29M,-0.0022
"Sep 25, 2017",5683.70,5682.10,5710.40,5679.20,401.34M,0.0003
"Sep 22, 2017",5682.10,5655.40,5688.20,5655.40,440.75M,0.0047
"Sep 21, 2017",5655.40,5709.10,5709.10,5639.40,670.15M,-0.0094
"Sep 20, 2017",5709.10,5713.60,5713.60,5680.50,515.90M,-0.0008
"Sep 19, 2017",5713.60,5720.60,5742.20,5713.60,552.90M,-0.0012
"Sep 18, 2017",5720.60,5695.00,5731.50,5695.00,454.11M,0.0045
"Sep 15, 2017",5695.00,5738.70,5738.70,5686.40,772.65M,-0.0076
"Sep 14, 2017",5738.70,5744.30,5749.00,5726.30,479.31M,-0.0010
"Sep 13, 2017",5744.30,5746.40,5777.70,5744.30,510.91M,-0.0004
"Sep 12, 2017",5746.40,5713.10,5764.60,5713.10,556.71M,0.0058
"Sep 11, 2017",5713.10,5672.80,5723.00,5669.80,451.48M,0.0071
"Sep 08, 2017",5672.60,5689.90,5694.20,5661.40,480.91M,-0.0030
"Sep 07, 2017",5689.90,5689.70,5718.10,5679.30,613.85M,0.0000
"Sep 06, 2017",5689.70,5706.20,5706.20,5662.70,589.37M,-0.0029
"Sep 05, 2017",5706.20,5702.00,5706.20,5666.20,451.89M,0.0007
"Sep 04, 2017",5702.00,5724.60,5724.60,5690.00,394.54M,-0.0039
"Sep 01, 2017",5724.60,5714.50,5734.90,5700.80,543.16M,0.0018
"Aug 31, 2017",5714.50,5669.70,5714.50,5669.70,848.64M,0.0079
"Aug 30, 2017",5669.70,5669.00,5691.30,5654.90,638.86M,0.0001
"Aug 29, 2017",5669.00,5709.70,5709.70,5645.80,663.90M,-0.0072
"Aug 28, 2017",5709.90,5743.90,5746.30,5699.60,546.03M,-0.0059
"Aug 25, 2017",5743.90,5745.50,5750.50,5721.30,810.39M,-0.0003
"Aug 24, 2017",5745.50,5737.20,5753.70,5716.90,752.83M,0.0014
"Aug 23, 2017",5737.20,5750.10,5781.40,5723.50,715.06M,-0.0022
"Aug 22, 2017",5750.10,5725.90,5750.90,5725.90,621.98M,0.0042
"Aug 21, 2017",5725.90,5747.10,5747.10,5699.00,547.15M,-0.0037
"Aug 18, 2017",5747.10,5779.20,5779.20,5711.00,603.40M,-0.0056
"Aug 17, 2017",5779.20,5785.10,5806.30,5765.80,795.45M,-0.0010
"Aug 16, 2017",5785.10,5757.50,5785.10,5728.80,603.45M,0.0048
"Aug 15, 2017",5757.50,5730.40,5777.20,5730.40,489.42M,0.0047
"Aug 14, 2017",5730.40,5693.10,5735.70,5693.10,430.05M,0.0066
"Aug 11, 2017",5693.10,5760.90,5760.90,5674.00,599.43M,-0.0118
"Aug 10, 2017",5760.90,5765.70,5795.50,5747.00,533.65M,-0.0008
"Aug 09, 2017",5765.70,5743.80,5777.20,5742.80,494.04M,0.0038
"Aug 08, 2017",5743.80,5773.60,5792.00,5722.10,526.50M,-0.0052
"Aug 07, 2017",5773.60,5720.60,5781.60,5720.60,400.62M,0.0093
"Aug 04, 2017",5720.60,5735.10,5738.60,5709.30,527.12M,-0.0025
"Aug 03, 2017",5735.10,5744.20,5744.60,5706.20,521.95M,-0.0016
"Aug 02, 2017",5744.20,5772.40,5779.60,5738.10,546.23M,-0.0049
"Aug 01, 2017",5772.40,5720.60,5774.50,5720.60,699.05M,0.0091
"Jul 31, 2017",5720.60,5702.80,5745.20,5701.80,561.24M,0.0031
"Jul 28, 2017",5702.80,5785.00,5785.00,5692.80,651.09M,-0.0142
"Jul 27, 2017",5785.00,5776.60,5799.60,5776.60,510.32M,0.0015
"Jul 26, 2017",5776.60,5726.60,5787.60,5726.60,595.28M,0.0087
"Jul 25, 2017",5726.60,5688.10,5742.80,5688.10,550.87M,0.0068
"Jul 24, 2017",5688.10,5722.80,5722.80,5653.30,483.58M,-0.0061
"Jul 21, 2017",5722.80,5761.50,5761.50,5709.50,563.92M,-0.0067
"Jul 20, 2017",5761.50,5732.10,5770.80,5732.10,631.57M,0.0051
"Jul 19, 2017",5732.10,5687.40,5743.80,5687.40,587.46M,0.0079
"Jul 18, 2017",5687.40,5755.50,5761.60,5678.70,577.54M,-0.0118
"Jul 17, 2017",5755.50,5765.10,5773.70,5735.50,438.63M,-0.0017
"Jul 14, 2017",5765.10,5736.80,5778.80,5736.80,655.37M,0.0049
"Jul 13, 2017",5736.80,5673.80,5742.70,5673.80,558.36M,0.0111
"Jul 12, 2017",5673.80,5728.90,5730.30,5665.60,562.51M,-0.0096
"Jul 11, 2017",5728.90,5724.40,5744.50,5700.70,516.25M,0.0008
"Jul 10, 2017",5724.40,5703.60,5747.50,5703.60,478.53M,0.0036
"Jul 07, 2017",5703.60,5758.80,5758.80,5676.00,586.59M,-0.0096
"Jul 06, 2017",5758.80,5763.30,5771.60,5741.70,582.36M,-0.0008
"Jul 05, 2017",5763.30,5783.80,5790.40,5755.20,515.28M,-0.0035
"Jul 04, 2017",5783.80,5684.50,5792.00,5684.50,623.94M,0.0175
"Jul 03, 2017",5684.50,5721.50,5729.60,5682.90,574.06M,-0.0065
"Jun 30, 2017",5721.50,5818.10,5818.10,5718.10,827.80M,-0.0166
"Jun 29, 2017",5818.10,5755.70,5819.70,5755.70,676.07M,0.0108
"Jun 28, 2017",5755.70,5714.20,5757.30,5702.70,678.77M,0.0073
"Jun 27, 2017",5714.20,5720.20,5721.10,5685.20,577.73M,-0.0010
"Jun 26, 2017",5720.20,5715.90,5749.00,5711.00,596.55M,0.0008
"Jun 23, 2017",5715.90,5706.00,5723.30,5692.90,540.24M,0.0017
"Jun 22, 2017",5706.00,5665.70,5723.90,5665.70,627.92M,0.0071
"Jun 21, 2017",5665.70,5757.30,5757.30,5665.30,728.83M,-0.0159
"Jun 20, 2017",5757.30,5805.20,5809.30,5757.30,633.83M,-0.0083
"Jun 19, 2017",5805.20,5774.00,5806.40,5769.40,505.25M,0.0054
"Jun 16, 2017",5774.00,5760.80,5794.50,5760.80,1.11B,0.0019
"Jun 15, 2017",5763.20,5833.90,5833.90,5752.20,1.39B,-0.0121
"Jun 14, 2017",5833.90,5772.80,5836.40,5772.80,778.20M,0.0106
"Jun 13, 2017",5772.80,5677.80,5772.80,5677.80,705.36M,0.0167
"Jun 09, 2017",5677.80,5676.60,5691.80,5649.70,612.80M,0.0002
"Jun 08, 2017",5676.60,5667.20,5679.10,5629.80,613.54M,0.0017
"Jun 07, 2017",5667.20,5667.50,5682.50,5642.60,680.29M,-0.0001
"Jun 06, 2017",5667.50,5754.90,5754.90,5667.50,616.40M,-0.0152
"Jun 05, 2017",5754.90,5788.10,5788.10,5737.40,600.92M,-0.0057
"Jun 02, 2017",5788.10,5738.10,5793.70,5738.10,591.10M,0.0087
"Jun 01, 2017",5738.10,5724.60,5738.60,5709.40,629.59M,0.0024
"May 31, 2017",5724.60,5717.90,5740.10,5708.50,923.25M,0.0012
"May 30, 2017",5717.90,5707.00,5726.60,5679.80,476.50M,0.0019
"May 29, 2017",5707.10,5751.20,5758.20,5707.10,503.45M,-0.0078
"May 26, 2017",5751.70,5789.60,5789.60,5738.60,589.73M,-0.0065
"May 25, 2017",5789.60,5769.00,5790.50,5749.30,645.84M,0.0036
"May 24, 2017",5769.00,5760.20,5776.00,5754.40,646.50M,0.0015
"May 23, 2017",5760.20,5771.20,5795.70,5753.10,578.23M,-0.0019
"May 22, 2017",5771.20,5727.40,5778.10,5727.40,571.63M,0.0076
"May 19, 2017",5727.40,5738.30,5740.50,5707.40,522.49M,-0.0019
"May 18, 2017",5738.30,5786.00,5786.00,5697.60,798.48M,-0.0082
"May 17, 2017",5786.00,5850.50,5850.50,5784.50,683.75M,-0.0110
"May 16, 2017",5850.50,5838.40,5871.60,5835.70,671.72M,0.0021
"May 15, 2017",5838.40,5836.90,5847.00,5805.90,584.05M,0.0003
"May 12, 2017",5836.90,5878.30,5878.70,5815.60,596.64M,-0.0070
"May 11, 2017",5878.30,5875.40,5922.50,5873.40,684.61M,0.0005
"May 10, 2017",5875.40,5839.90,5888.10,5816.50,766.72M,0.0061
"May 09, 2017",5839.90,5870.90,5870.90,5830.50,690.67M,-0.0053
"May 08, 2017",5870.90,5836.60,5885.40,5836.60,770.51M,0.0059
"May 05, 2017",5836.60,5876.40,5885.80,5827.20,731.17M,-0.0068
"May 04, 2017",5876.40,5892.30,5893.60,5856.40,654.09M,-0.0027
"May 03, 2017",5892.30,5950.40,5950.40,5882.20,804.65M,-0.0098
"May 02, 2017",5950.40,5956.50,5956.50,5919.00,721.43M,-0.0010
"May 01, 2017",5956.50,5924.10,5956.50,5916.70,631.48M,0.0055
"Apr 28, 2017",5924.10,5921.50,5924.10,5894.80,699.67M,0.0004
"Apr 27, 2017",5921.50,5912.00,5924.20,5906.40,592.86M,0.0016
"Apr 26, 2017",5912.00,5871.80,5923.90,5871.80,691.76M,0.0068
"Apr 24, 2017",5871.80,5854.10,5894.70,5853.80,468.66M,0.0030
"Apr 21, 2017",5854.10,5821.40,5870.40,5821.40,577.41M,0.0056
"Apr 20, 2017",5821.40,5804.00,5826.10,5801.20,638.85M,0.0030
"Apr 19, 2017",5804.00,5836.70,5836.70,5790.60,731.03M,-0.0056
"Apr 18, 2017",5836.70,5889.90,5889.90,5820.40,799.92M,-0.0090
"Apr 13, 2017",5890.00,5934.00,5934.00,5881.30,648.03M,-0.0074
"Apr 12, 2017",5934.00,5929.30,5944.20,5913.60,765.38M,0.0008
"Apr 11, 2017",5929.30,5912.90,5950.10,5898.10,589.47M,0.0028
"Apr 10, 2017",5912.90,5862.50,5912.90,5862.50,528.22M,0.0086
"Apr 07, 2017",5862.50,5856.30,5888.60,5838.30,558.96M,0.0011
"Apr 06, 2017",5856.30,5876.20,5876.20,5833.00,572.27M,-0.0034
"Apr 05, 2017",5876.20,5856.60,5881.00,5846.20,655.23M,0.0033
"Apr 04, 2017",5856.60,5872.70,5874.00,5849.20,531.97M,-0.0027
"Apr 03, 2017",5872.70,5864.90,5873.40,5840.90,492.28M,0.0013
"Mar 31, 2017",5864.90,5896.20,5901.50,5864.90,634.93M,-0.0053
"Mar 30, 2017",5896.20,5873.50,5899.20,5873.50,639.16M,0.0039
"Mar 29, 2017",5873.50,5821.20,5876.40,5821.20,662.25M,0.0090
"Mar 28, 2017",5821.20,5746.70,5821.20,5746.70,672.64M,0.0130
"Mar 27, 2017",5746.70,5753.50,5753.50,5698.10,598.50M,-0.0012
"Mar 24, 2017",5753.50,5708.00,5768.40,5706.30,587.39M,0.0080
"Mar 23, 2017",5708.00,5684.50,5708.00,5684.50,730.89M,0.0041
"Mar 22, 2017",5684.50,5774.60,5774.60,5681.00,670.80M,-0.0156
"Mar 21, 2017",5774.60,5778.90,5779.30,5760.20,720.48M,-0.0007
"Mar 20, 2017",5778.90,5799.60,5799.60,5764.40,441.24M,-0.0036
"Mar 17, 2017",5799.60,5785.80,5815.00,5777.90,923.10M,0.0024
"Mar 16, 2017",5785.80,5774.00,5801.10,5765.60,971.20M,0.0020
"Mar 15, 2017",5774.00,5759.10,5774.40,5727.70,623.37M,0.0026
"Mar 14, 2017",5759.10,5757.30,5783.60,5743.90,646.76M,0.0003
"Mar 13, 2017",5757.30,5775.60,5775.60,5744.70,581.25M,-0.0032
"Mar 10, 2017",5775.60,5741.20,5781.20,5741.20,629.58M,0.0060
"Mar 09, 2017",5741.20,5759.70,5760.70,5729.00,578.57M,-0.0032
"Mar 08, 2017",5759.70,5761.40,5761.40,5738.70,649.55M,-0.0003
"Mar 07, 2017",5761.40,5746.50,5774.80,5719.60,701.24M,0.0026
"Mar 06, 2017",5746.50,5729.60,5747.10,5715.50,545.74M,0.0029
"Mar 03, 2017",5729.60,5776.60,5776.60,5712.40,615.34M,-0.0081
"Mar 02, 2017",5776.60,5704.80,5776.60,5704.80,791.21M,0.0126
"Mar 01, 2017",5704.80,5712.20,5712.20,5675.00,798.74M,-0.0013
"Feb 28, 2017",5712.20,5724.20,5755.60,5712.20,922.56M,-0.0021
"Feb 27, 2017",5724.20,5739.00,5743.50,5710.10,701.67M,-0.0026
"Feb 24, 2017",5739.00,5784.70,5784.70,5729.90,870.61M,-0.0079
"Feb 23, 2017",5784.70,5805.10,5805.10,5764.30,734.09M,-0.0035
"Feb 22, 2017",5805.10,5791.00,5805.10,5780.40,751.13M,0.0024
"Feb 21, 2017",5791.00,5795.10,5795.10,5774.10,696.80M,-0.0007
"Feb 20, 2017",5795.10,5805.80,5810.10,5778.90,563.08M,-0.0018
"Feb 17, 2017",5805.80,5816.30,5819.90,5799.60,674.13M,-0.0018
"Feb 16, 2017",5816.30,5809.10,5833.20,5789.80,753.94M,0.0012
"Feb 15, 2017",5809.10,5755.20,5817.30,5755.20,648.23M,0.0094
"Feb 14, 2017",5755.20,5760.70,5794.90,5754.50,579.89M,-0.0010
"Feb 13, 2017",5760.70,5720.60,5764.10,5720.60,591.54M,0.0070
"Feb 10, 2017",5720.60,5664.60,5721.40,5664.60,612.34M,0.0099
"Feb 09, 2017",5664.60,5651.40,5671.40,5635.00,599.94M,0.0023
"Feb 08, 2017",5651.40,5621.90,5655.60,5620.40,573.37M,0.0052
"Feb 07, 2017",5621.90,5615.60,5621.90,5582.70,608.21M,0.0011
"Feb 06, 2017",5615.60,5621.60,5659.10,5609.40,530.17M,-0.0011
"Feb 03, 2017",5621.60,5645.30,5662.80,5617.20,541.12M,-0.0042
"Feb 02, 2017",5645.40,5653.20,5670.60,5630.50,681.12M,-0.0014
"Feb 01, 2017",5653.20,5620.90,5653.50,5611.40,592.05M,0.0057
"Jan 31, 2017",5620.90,5661.50,5661.50,5606.20,647.08M,-0.0072
"Jan 30, 2017",5661.50,5714.00,5714.00,5643.50,465.24M,-0.0092
"Jan 27, 2017",5714.00,5671.50,5714.20,5668.50,492.36M,0.0075
"Jan 25, 2017",5671.50,5650.10,5690.50,5650.10,672.67M,0.0038
"Jan 24, 2017",5650.10,5611.00,5653.80,5611.00,622.70M,0.0070
"Jan 23, 2017",5611.00,5654.80,5686.90,5604.30,558.03M,-0.0077
"Jan 20, 2017",5654.80,5692.20,5692.20,5646.60,558.15M,-0.0066
"Jan 19, 2017",5692.20,5678.80,5720.90,5676.40,586.84M,0.0024
"Jan 18, 2017",5678.80,5699.40,5699.40,5657.00,550.53M,-0.0036
"Jan 17, 2017",5699.40,5748.40,5748.40,5695.20,532.08M,-0.0085
"Jan 16, 2017",5748.40,5721.10,5763.40,5721.10,444.01M,0.0048
"Jan 13, 2017",5721.10,5766.90,5770.10,5710.00,565.57M,-0.0079
"Jan 12, 2017",5766.90,5771.50,5801.20,5758.80,546.73M,-0.0008
"Jan 11, 2017",5771.50,5760.70,5791.60,5760.70,561.19M,0.0019
"Jan 10, 2017",5760.70,5807.40,5807.40,5746.70,586.26M,-0.0080
"Jan 09, 2017",5807.40,5755.60,5827.50,5754.60,502.42M,0.0090
"Jan 06, 2017",5755.60,5753.30,5765.20,5747.00,426.68M,0.0004
"Jan 05, 2017",5753.40,5736.40,5759.50,5736.40,416.85M,0.0030
"Jan 04, 2017",5736.40,5733.20,5741.70,5728.60,447.08M,0.0006
"Jan 03, 2017",5733.20,5667.40,5736.90,5667.40,400.79M,0.0119
"Dec 30, 2016",5665.80,5699.10,5699.10,5665.80,274.97M,-0.0058
"Dec 29, 2016",5699.10,5685.00,5699.10,5659.00,347.92M,0.0025
"Dec 28, 2016",5685.00,5627.90,5693.80,5627.90,373.32M,0.0101
"Dec 23, 2016",5627.90,5643.90,5649.80,5619.10,407.25M,-0.0028
"Dec 22, 2016",5643.90,5613.50,5644.20,5603.40,475.74M,0.0054
"Dec 21, 2016",5613.50,5591.10,5628.00,5591.10,582.67M,0.0040
"Dec 20, 2016",5591.10,5562.10,5606.80,5557.10,660.20M,0.0052
"Dec 19, 2016",5562.10,5532.90,5577.90,5530.90,578.99M,0.0053
"Dec 16, 2016",5532.90,5538.60,5549.90,5510.00,1.07B,-0.0010
"Dec 15, 2016",5538.60,5584.60,5584.60,5517.90,857.52M,-0.0082
"Dec 14, 2016",5584.60,5545.00,5595.70,5545.00,755.27M,0.0071
"Dec 13, 2016",5545.00,5562.80,5573.70,5543.50,645.39M,-0.0032
"Dec 12, 2016",5562.80,5560.60,5583.20,5552.50,610.79M,0.0004
"Dec 09, 2016",5560.60,5543.60,5566.10,5541.30,627.20M,0.0031
"Dec 08, 2016",5543.60,5478.10,5550.20,5478.10,642.81M,0.0120
"Dec 07, 2016",5478.10,5428.70,5478.10,5428.70,668.18M,0.0091
"Dec 06, 2016",5428.70,5400.40,5451.30,5400.40,691.70M,0.0052
"Dec 05, 2016",5400.40,5444.00,5444.00,5383.80,623.50M,-0.0080
"Dec 02, 2016",5444.00,5500.20,5500.20,5444.00,691.68M,-0.0102
"Dec 01, 2016",5500.20,5440.50,5500.20,5440.50,905.99M,0.0110
"Nov 30, 2016",5440.50,5457.50,5458.10,5423.20,1.03B,-0.0031
"Nov 29, 2016",5457.50,5464.40,5486.60,5453.30,689.89M,-0.0013
"Nov 28, 2016",5464.40,5507.80,5507.80,5464.40,481.30M,-0.0079
"Nov 25, 2016",5507.80,5485.10,5520.90,5478.90,763.69M,0.0041
"Nov 24, 2016",5485.10,5484.40,5503.30,5471.80,612.11M,0.0001
"Nov 23, 2016",5484.40,5413.30,5488.50,5413.30,639.33M,0.0131
"Nov 22, 2016",5413.30,5351.30,5425.50,5351.30,654.13M,0.0116
"Nov 21, 2016",5351.30,5359.40,5364.00,5334.90,531.26M,-0.0015
"Nov 18, 2016",5359.40,5338.50,5366.40,5338.50,642.09M,0.0039
"Nov 17, 2016",5338.50,5327.70,5344.70,5286.20,713.91M,0.0020
"Nov 16, 2016",5327.70,5326.20,5346.70,5320.30,713.65M,0.0003
"Nov 15, 2016",5326.20,5345.70,5345.70,5303.30,704.66M,-0.0036
"Nov 14, 2016",5345.70,5370.70,5370.70,5315.30,666.88M,-0.0047
"Nov 11, 2016",5370.70,5328.80,5370.70,5328.80,830.97M,0.0079
"Nov 10, 2016",5328.80,5156.60,5328.80,5156.60,891.47M,0.0334
"Nov 09, 2016",5156.60,5257.80,5314.10,5052.10,993.43M,-0.0192
"Nov 08, 2016",5257.80,5250.80,5282.40,5244.30,633.51M,0.0013
"Nov 07, 2016",5250.80,5180.80,5251.90,5180.80,544.51M,0.0135
"Nov 04, 2016",5180.80,5225.60,5225.60,5178.00,610.35M,-0.0086
"Nov 03, 2016",5225.60,5229.00,5241.20,5201.50,618.65M,-0.0007
"Nov 02, 2016",5229.00,5290.50,5290.50,5207.70,651.96M,-0.0116
"Nov 01, 2016",5290.50,5317.70,5317.70,5271.70,432.12M,-0.0051
"Oct 31, 2016",5317.70,5283.80,5329.10,5277.70,572.10M,0.0064
"Oct 28, 2016",5283.80,5295.50,5311.40,5261.40,669.18M,-0.0022
"Oct 27, 2016",5295.50,5359.80,5374.20,5295.50,690.34M,-0.0120
"Oct 26, 2016",5359.80,5442.80,5442.80,5340.70,675.03M,-0.0152
"Oct 25, 2016",5442.80,5408.50,5455.70,5407.70,558.43M,0.0063
"Oct 24, 2016",5408.50,5430.30,5430.30,5377.40,553.13M,-0.0040
"Oct 21, 2016",5430.30,5442.10,5446.90,5410.80,589.20M,-0.0022
"Oct 20, 2016",5442.10,5435.40,5457.90,5433.10,620.56M,0.0012
"Oct 19, 2016",5435.40,5410.80,5438.60,5410.80,559.92M,0.0045
"Oct 18, 2016",5410.80,5388.70,5417.50,5386.10,534.48M,0.0041
"Oct 17, 2016",5388.70,5434.00,5441.20,5388.70,568.11M,-0.0083
"Oct 14, 2016",5434.00,5435.50,5447.20,5430.30,482.01M,-0.0003
"Oct 13, 2016",5435.50,5474.60,5474.60,5420.80,621.48M,-0.0071
"Oct 12, 2016",5474.60,5479.80,5479.80,5433.60,630.86M,-0.0009
"Oct 11, 2016",5479.80,5475.40,5498.00,5474.40,609.11M,0.0008
"Oct 10, 2016",5475.40,5467.40,5494.70,5467.40,483.72M,0.0015
"Oct 07, 2016",5467.40,5483.00,5493.10,5457.20,616.84M,-0.0028
"Oct 06, 2016",5483.00,5452.90,5485.80,5452.90,632.15M,0.0055
"Oct 05, 2016",5452.90,5484.00,5484.00,5439.80,654.60M,-0.0057
"Oct 04, 2016",5484.00,5478.50,5484.00,5448.30,570.96M,0.0010
"Oct 03, 2016",5478.50,5435.90,5492.10,5435.90,311.28M,0.0078
"Sep 30, 2016",5435.90,5471.30,5471.30,5417.70,656.49M,-0.0065
"Sep 29, 2016",5471.30,5412.40,5473.30,5412.40,578.65M,0.0109
"Sep 28, 2016",5412.40,5405.90,5435.00,5399.10,554.30M,0.0012
"Sep 27, 2016",5405.90,5431.40,5431.40,5372.30,642.52M,-0.0047
"Sep 26, 2016",5431.40,5431.30,5436.10,5407.60,480.10M,0.0000
