Date,Price,Open,High,Low,Vol.,Change %
"Sep 23, 2016",5431.30,5374.50,5434.30,5373.90,772.40M,0.0106
"Sep 22, 2016",5374.50,5339.60,5391.90,5339.60,567.86M,0.0065
"Sep 21, 2016",5339.60,5303.60,5345.50,5303.10,637.26M,0.0068
"Sep 20, 2016",5303.60,5294.80,5307.60,5276.30,677.29M,0.0017
"Sep 19, 2016",5294.80,5296.70,5301.20,5273.00,134.53M,-0.0004
"Sep 16, 2016",5296.70,5239.90,5306.10,5239.90,892.93M,0.0108
"Sep 15, 2016",5239.90,5227.70,5242.50,5204.00,758.40M,0.0023
"Sep 14, 2016",5227.70,5207.80,5230.60,5192.20,783.04M,0.0038
"Sep 13, 2016",5207.80,5219.60,5276.10,5207.80,714.50M,-0.0023
"Sep 12, 2016",5219.60,5339.20,5339.20,5215.00,669.16M,-0.0224
"Sep 09, 2016",5339.20,5385.80,5385.80,5332.40,623.03M,-0.0087
"Sep 08, 2016",5385.80,5424.20,5424.20,5358.00,664.30M,-0.0071
"Sep 07, 2016",5424.30,5413.60,5440.20,5410.60,746.36M,0.0020
"Sep 06, 2016",5413.60,5429.60,5430.30,5404.40,514.84M,-0.0029
"Sep 05, 2016",5429.60,5372.80,5431.10,5372.80,562.08M,0.0106
"Sep 02, 2016",5372.80,5415.60,5418.90,5361.70,669.41M,-0.0079
"Sep 01, 2016",5415.60,5433.00,5433.00,5405.70,540.52M,-0.0032
"Aug 31, 2016",5433.00,5478.30,5478.30,5412.60,732.16M,-0.0083
"Aug 30, 2016",5478.30,5469.20,5504.00,5469.20,596.21M,0.0017
"Aug 29, 2016",5469.20,5515.50,5516.70,5452.30,543.45M,-0.0084
"Aug 26, 2016",5515.50,5541.90,5544.40,5513.70,605.39M,-0.0048
"Aug 25, 2016",5541.90,5561.70,5562.40,5535.40,635.02M,-0.0036
"Aug 24, 2016",5561.70,5553.80,5569.10,5552.50,596.68M,0.0014
"Aug 23, 2016",5553.80,5515.10,5574.00,5515.10,630.95M,0.0070
"Aug 22, 2016",5515.10,5526.70,5537.40,5508.70,575.87M,-0.0021
"Aug 19, 2016",5526.70,5507.80,5533.10,5504.50,566.63M,0.0034
"Aug 18, 2016",5507.80,5535.00,5546.00,5498.70,614.91M,-0.0049
"Aug 17, 2016",5535.00,5532.00,5537.90,5506.70,607.48M,0.0005
"Aug 16, 2016",5532.00,5540.00,5549.80,5530.10,555.81M,-0.0014
"Aug 15, 2016",5540.00,5530.90,5545.20,5510.80,469.21M,0.0016
"Aug 12, 2016",5530.90,5508.00,5549.10,5506.20,623.02M,0.0042
"Aug 11, 2016",5508.00,5543.70,5543.70,5483.70,509.92M,-0.0064
"Aug 10, 2016",5543.70,5552.50,5552.50,5513.20,559.72M,-0.0016
"Aug 09, 2016",5552.50,5537.80,5553.80,5536.20,546.41M,0.0027
"Aug 08, 2016",5537.80,5497.40,5549.60,5497.40,462.16M,0.0073
"Aug 05, 2016",5497.40,5475.80,5512.50,5475.80,477.34M,0.0039
"Aug 04, 2016",5475.80,5465.70,5509.20,5465.70,558.51M,0.0018
"Aug 03, 2016",5465.70,5539.30,5539.30,5465.70,659.20M,-0.0135
"Aug 02, 2016",5540.50,5587.40,5592.10,5539.30,644.78M,-0.0084
"Aug 01, 2016",5587.40,5562.40,5611.20,5562.40,419.01M,0.0045
"Jul 29, 2016",5562.40,5556.60,5570.40,5536.90,778.53M,0.0010
"Jul 28, 2016",5556.60,5539.70,5564.00,5538.80,538.57M,0.0031
"Jul 27, 2016",5539.70,5537.50,5564.60,5530.00,524.10M,0.0004
"Jul 26, 2016",5537.50,5530.20,5537.50,5498.20,545.33M,0.0007
"Jul 25, 2016",5533.60,5498.20,5548.50,5498.20,473.04M,0.0064
"Jul 22, 2016",5498.20,5512.60,5512.60,5477.90,524.42M,-0.0026
"Jul 21, 2016",5512.40,5488.70,5531.90,5488.70,709.48M,0.0043
"Jul 20, 2016",5488.70,5451.30,5488.70,5439.80,581.40M,0.0069
"Jul 19, 2016",5451.30,5458.50,5466.40,5432.80,505.05M,-0.0013
"Jul 18, 2016",5458.50,5429.60,5462.30,5428.90,402.76M,0.0053
"Jul 15, 2016",5429.60,5411.60,5452.70,5411.60,492.91M,0.0033
"Jul 14, 2016",5411.60,5388.50,5416.00,5386.00,489.13M,0.0043
"Jul 13, 2016",5388.50,5353.20,5391.70,5353.20,580.18M,0.0066
"Jul 12, 2016",5353.20,5337.10,5391.90,5337.10,575.94M,0.0030
"Jul 11, 2016",5337.10,5230.50,5337.10,5230.50,513.46M,0.0204
"Jul 08, 2016",5230.50,5227.90,5238.30,5217.40,447.48M,0.0005
"Jul 07, 2016",5227.90,5197.50,5244.10,5197.50,536.80M,0.0058
"Jul 06, 2016",5197.50,5228.00,5228.00,5148.70,629.90M,-0.0058
"Jul 05, 2016",5228.00,5281.80,5282.30,5221.10,519.43M,-0.0102
"Jul 04, 2016",5281.80,5246.60,5281.80,5218.50,513.02M,0.0067
"Jul 01, 2016",5246.60,5233.40,5278.90,5233.40,636.76M,0.0025
"Jun 30, 2016",5233.40,5142.40,5247.60,5142.40,747.25M,0.0177
"Jun 29, 2016",5142.40,5103.30,5156.50,5103.30,678.97M,0.0077
"Jun 28, 2016",5103.30,5137.20,5137.20,5051.10,814.40M,-0.0066
"Jun 27, 2016",5137.20,5113.20,5154.90,5051.00,676.74M,0.0047
"Jun 24, 2016",5113.20,5280.70,5325.40,5080.00,1.05B,-0.0317
"Jun 23, 2016",5280.70,5271.00,5292.80,5269.40,507.37M,0.0019
"Jun 22, 2016",5270.90,5274.40,5297.80,5259.30,517.96M,-0.0007
"Jun 21, 2016",5274.40,5256.80,5290.00,5252.30,604.34M,0.0033
"Jun 20, 2016",5256.80,5162.70,5256.80,5162.70,543.84M,0.0182
"Jun 17, 2016",5162.70,5146.00,5178.40,5146.00,1.02B,0.0032
"Jun 16, 2016",5146.00,5147.10,5198.90,5141.00,848.12M,-0.0002
"Jun 15, 2016",5147.10,5203.30,5203.30,5147.10,664.28M,-0.0108
"Jun 14, 2016",5203.30,5312.60,5312.60,5197.40,691.48M,-0.0206
"Jun 10, 2016",5312.60,5361.90,5361.90,5294.20,468.36M,-0.0092
"Jun 09, 2016",5361.90,5370.00,5386.00,5336.00,543.19M,-0.0015
"Jun 08, 2016",5370.00,5371.00,5375.50,5335.20,562.72M,-0.0002
"Jun 07, 2016",5371.00,5360.10,5392.50,5360.10,680.28M,0.0020
"Jun 06, 2016",5360.40,5318.90,5374.90,5317.10,529.04M,0.0078
"Jun 03, 2016",5318.90,5278.90,5324.30,5278.90,511.38M,0.0076
"Jun 02, 2016",5278.90,5323.20,5327.80,5270.90,564.82M,-0.0083
"Jun 01, 2016",5323.20,5378.60,5378.60,5306.30,589.01M,-0.0103
"May 31, 2016",5378.60,5408.00,5408.00,5365.30,949.51M,-0.0054
"May 30, 2016",5408.00,5405.90,5415.00,5391.50,434.85M,0.0004
"May 27, 2016",5405.90,5388.10,5427.70,5388.10,616.44M,0.0033
"May 26, 2016",5388.10,5372.50,5402.70,5354.10,584.35M,0.0029
"May 25, 2016",5372.50,5295.60,5394.40,5295.60,639.85M,0.0145
"May 24, 2016",5295.60,5318.90,5324.00,5295.60,534.37M,-0.0044
"May 23, 2016",5318.90,5351.30,5364.60,5297.50,522.85M,-0.0061
"May 20, 2016",5351.30,5323.30,5366.00,5320.30,525.24M,0.0053
"May 19, 2016",5323.30,5356.20,5371.10,5303.10,673.03M,-0.0061
"May 18, 2016",5356.20,5395.90,5395.90,5347.10,668.85M,-0.0074
"May 17, 2016",5395.90,5358.90,5395.90,5358.90,630.63M,0.0069
"May 16, 2016",5358.90,5329.00,5371.10,5319.80,490.33M,0.0056
"May 13, 2016",5329.00,5359.30,5371.70,5309.00,610.08M,-0.0057
"May 12, 2016",5359.30,5372.30,5372.30,5337.60,641.42M,-0.0024
"May 11, 2016",5372.30,5342.80,5425.20,5342.80,687.49M,0.0055
"May 10, 2016",5342.80,5320.70,5343.20,5288.40,726.90M,0.0042
"May 09, 2016",5320.70,5292.00,5321.40,5264.40,528.15M,0.0054
"May 06, 2016",5292.00,5281.60,5292.00,5200.30,708.67M,0.0024
"May 05, 2016",5279.10,5271.10,5294.10,5249.80,642.28M,0.0015
"May 04, 2016",5271.10,5353.80,5353.80,5271.10,711.33M,-0.0154
"May 03, 2016",5353.80,5243.00,5357.00,5217.40,704.72M,0.0211
"May 02, 2016",5243.00,5252.20,5252.20,5182.20,533.32M,-0.0018
"Apr 29, 2016",5252.20,5225.40,5257.10,5210.50,665.14M,0.0051
"Apr 28, 2016",5225.40,5187.70,5239.30,5187.70,668.37M,0.0073
"Apr 27, 2016",5187.70,5220.60,5281.60,5179.50,654.63M,-0.0063
"Apr 26, 2016",5220.60,5236.40,5247.30,5211.40,642.41M,-0.0030
"Apr 22, 2016",5236.40,5272.70,5273.50,5226.20,572.81M,-0.0069
"Apr 21, 2016",5272.70,5216.00,5279.90,5216.00,728.45M,0.0109
"Apr 20, 2016",5216.00,5188.80,5232.70,5188.80,663.18M,0.0052
"Apr 19, 2016",5188.80,5137.10,5219.00,5137.10,656.95M,0.0101
"Apr 18, 2016",5137.10,5157.50,5157.60,5118.50,587.61M,-0.0040
"Apr 15, 2016",5157.50,5118.50,5157.50,5111.70,533.29M,0.0076
"Apr 14, 2016",5118.60,5054.70,5118.60,5054.70,642.61M,0.0126
"Apr 13, 2016",5054.70,4975.60,5054.70,4975.60,606.62M,0.0159
"Apr 12, 2016",4975.60,4931.50,4977.20,4927.30,462.26M,0.0089
"Apr 11, 2016",4931.50,4937.60,4943.20,4910.80,461.54M,-0.0012
"Apr 08, 2016",4937.60,4960.90,4960.90,4893.50,458.80M,-0.0053
"Apr 07, 2016",4964.10,4945.90,4984.90,4945.10,491.09M,0.0037
"Apr 06, 2016",4945.90,4924.40,4958.20,4906.30,569.34M,0.0044
"Apr 05, 2016",4924.40,4995.30,4995.30,4909.10,587.83M,-0.0142
"Apr 04, 2016",4995.30,4999.40,5046.30,4995.30,389.51M,-0.0008
"Apr 01, 2016",4999.40,5082.80,5082.80,4976.30,579.47M,-0.0164
"Mar 31, 2016",5082.80,5010.30,5098.20,5010.30,569.11M,0.0145
"Mar 30, 2016",5010.30,5004.50,5058.80,4989.90,546.53M,0.0012
"Mar 29, 2016",5004.50,5084.20,5095.70,4998.50,514.37M,-0.0157
"Mar 24, 2016",5084.20,5142.30,5142.30,5069.20,699.11M,-0.0113
"Mar 23, 2016",5142.30,5166.60,5166.60,5124.00,541.19M,-0.0047
"Mar 22, 2016",5166.60,5161.50,5181.60,5152.60,519.63M,0.0000
"Mar 21, 2016",5166.60,5183.10,5195.70,5148.60,463.85M,-0.0032
"Mar 18, 2016",5183.10,5168.20,5216.20,5168.20,1.30B,0.0029
"Mar 17, 2016",5168.20,5119.00,5193.50,5119.00,844.97M,0.0096
"Mar 16, 2016",5119.00,5111.40,5122.40,5088.20,604.72M,0.0015
"Mar 15, 2016",5111.40,5185.50,5185.50,5106.50,605.08M,-0.0143
"Mar 14, 2016",5185.50,5166.40,5214.00,5166.40,560.95M,0.0037
"Mar 11, 2016",5166.40,5150.10,5181.60,5118.50,548.43M,0.0032
"Mar 10, 2016",5150.10,5157.20,5177.20,5149.70,564.24M,-0.0014
"Mar 09, 2016",5157.20,5108.00,5157.20,5081.90,758.41M,0.0096
"Mar 08, 2016",5108.00,5142.80,5182.50,5103.40,973.10M,-0.0068
"Mar 07, 2016",5142.80,5090.00,5151.70,5090.00,790.05M,0.0104
"Mar 04, 2016",5090.00,5081.10,5105.00,5081.10,770.82M,0.0018
"Mar 03, 2016",5081.10,5021.20,5081.10,5021.20,882.06M,0.0119
"Mar 02, 2016",5021.20,4922.30,5047.00,4922.30,829.74M,0.0201
"Mar 01, 2016",4922.30,4880.90,4931.70,4868.10,800.84M,0.0085
"Feb 29, 2016",4880.90,4880.00,4925.70,4878.80,789.30M,0.0002
"Feb 26, 2016",4880.00,4881.20,4897.10,4838.30,692.49M,-0.0002
"Feb 25, 2016",4881.20,4875.00,4902.00,4844.30,768.54M,0.0013
"Feb 24, 2016",4875.00,4979.60,4979.60,4861.90,733.28M,-0.0210
"Feb 23, 2016",4979.60,5001.20,5035.60,4969.40,760.55M,-0.0043
"Feb 22, 2016",5001.20,4952.80,5007.40,4949.20,660.69M,0.0098
"Feb 19, 2016",4952.80,4992.00,4992.00,4937.00,678.87M,-0.0079
"Feb 18, 2016",4992.00,4882.10,4992.60,4882.10,880.21M,0.0225
"Feb 17, 2016",4882.10,4910.00,4926.30,4869.70,727.09M,-0.0057
"Feb 16, 2016",4910.00,4843.50,4910.00,4814.10,807.60M,0.0137
"Feb 15, 2016",4843.50,4765.30,4853.90,4765.30,633.82M,0.0164
"Feb 12, 2016",4765.30,4821.10,4821.10,4760.30,694.40M,-0.0116
"Feb 11, 2016",4821.10,4775.70,4821.10,4770.70,604.28M,0.0095
"Feb 10, 2016",4775.70,4832.10,4852.40,4706.70,810.59M,-0.0117
"Feb 09, 2016",4832.10,4975.40,4975.40,4826.90,793.92M,-0.0288
"Feb 08, 2016",4975.40,4976.20,4980.00,4925.80,588.54M,-0.0002
"Feb 05, 2016",4976.20,4980.40,4983.30,4932.90,709.73M,-0.0008
"Feb 04, 2016",4980.40,4876.80,4989.40,4876.80,758.32M,0.0212
"Feb 03, 2016",4876.80,4993.30,4993.30,4873.60,638.59M,-0.0233
"Feb 02, 2016",4993.30,5043.60,5045.40,4982.20,608.40M,-0.0100
"Feb 01, 2016",5043.60,5005.50,5073.00,5005.50,644.03M,0.0076
"Jan 29, 2016",5005.50,4976.20,5008.50,4947.60,813.06M,0.0059
"Jan 28, 2016",4976.20,4946.40,4988.90,4909.40,650.36M,0.0060
"Jan 27, 2016",4946.40,5006.60,5009.50,4937.90,672.26M,-0.0120
"Jan 25, 2016",5006.60,4916.00,5006.60,4916.00,537.19M,0.0184
"Jan 22, 2016",4916.00,4883.60,4932.10,4864.00,648.06M,0.0107
"Jan 21, 2016",4864.00,4841.50,4928.10,4841.50,730.82M,0.0046
"Jan 20, 2016",4841.50,4903.10,4930.10,4836.80,670.63M,-0.0126
"Jan 19, 2016",4903.10,4857.30,4903.10,4840.20,539.07M,0.0091
"Jan 18, 2016",4858.70,4869.20,4892.80,4803.90,529.16M,0.0012
"Jan 17, 2016",4852.80,4847.00,4857.20,4803.90,109.95M,-0.0082
"Jan 15, 2016",4892.80,4929.80,4997.10,4870.30,563.35M,-0.0034
"Jan 14, 2016",4909.40,4987.40,4987.40,4865.00,597.89M,-0.0156
"Jan 13, 2016",4987.40,4925.10,4992.40,4925.10,584.76M,0.0126
"Jan 12, 2016",4925.10,4932.20,4983.70,4910.70,629.07M,-0.0014
"Jan 11, 2016",4932.24,4990.80,4990.80,4880.10,600.00M,0.0053
"Jan 10, 2016",4906.00,4959.90,4960.30,4898.60,115.51M,-0.0170
"Jan 08, 2016",4990.84,5010.30,5034.30,4940.30,642.31M,-0.0039
"Jan 07, 2016",5010.34,5123.10,5124.10,4996.50,648.32M,-0.0220
"Jan 06, 2016",5123.13,5184.40,5191.10,5094.80,519.04M,-0.0118
"Jan 05, 2016",5184.43,5270.50,5270.50,5183.70,446.53M,-0.0163
"Jan 04, 2016",5270.48,5295.90,5331.40,5263.80,366.63M,-0.0097
"Jan 03, 2016",5322.30,5295.40,5325.10,5274.90,56.88M,0.0050
"Dec 31, 2015",5295.86,5319.90,5325.80,5295.86,259.98M,-0.0045
"Dec 30, 2015",5319.94,5267.30,5324.30,5267.30,340.34M,0.0100
"Dec 29, 2015",5267.34,5207.60,5267.34,5189.10,361.14M,0.0092
"Dec 28, 2015",5219.30,5196.50,5221.20,5189.10,51.70M,0.0022
"Dec 24, 2015",5207.65,5141.80,5211.50,5141.80,236.04M,0.0128
"Dec 23, 2015",5141.78,5116.70,5168.60,5116.70,400.47M,0.0049
"Dec 22, 2015",5116.69,5109.00,5159.90,5103.10,498.46M,0.0015
"Dec 21, 2015",5109.05,5106.70,5126.30,5075.20,483.58M,0.0009
"Dec 20, 2015",5104.40,5093.50,5126.30,5083.20,74.59M,-0.0004
"Dec 18, 2015",5106.66,5102.00,5112.70,5026.60,1.12B,0.0009
"Dec 17, 2015",5102.01,5028.40,5129.10,5028.40,1.00B,0.0146
"Dec 16, 2015",5028.45,4909.60,5028.45,4909.60,855.71M,0.0242
"Dec 15, 2015",4909.56,4928.60,4969.40,4909.56,674.52M,-0.0039
"Dec 14, 2015",4928.60,5029.50,5029.50,4928.00,692.91M,-0.0044
"Dec 13, 2015",4950.20,5002.80,5002.80,4950.20,116.39M,-0.0158
"Dec 11, 2015",5029.45,5037.70,5067.40,5015.30,629.59M,-0.0016
"Dec 10, 2015",5037.72,5080.70,5083.80,4995.60,740.68M,-0.0084
"Dec 09, 2015",5080.45,5108.60,5119.50,5069.60,723.95M,-0.0055
"Dec 08, 2015",5108.60,5155.70,5155.70,5096.70,824.31M,-0.0091
"Dec 07, 2015",5155.70,5151.60,5229.90,5151.60,718.22M,-0.0114
"Dec 06, 2015",5215.00,5185.20,5229.90,5185.20,109.22M,0.0123
"Dec 04, 2015",5151.61,5227.70,5227.70,5117.60,681.94M,-0.0146
"Dec 03, 2015",5227.72,5258.30,5258.30,5200.40,691.93M,-0.0058
"Dec 02, 2015",5258.34,5266.10,5269.30,5237.50,691.70M,-0.0015
"Dec 01, 2015",5266.14,5166.50,5279.30,5166.50,871.26M,0.0193
"Nov 30, 2015",5166.52,5202.60,5213.10,5166.20,1.41B,-0.0078
"Nov 29, 2015",5206.90,5196.50,5213.10,5174.10,117.48M,0.0008
"Nov 27, 2015",5202.58,5210.70,5258.60,5195.40,654.89M,-0.0016
"Nov 26, 2015",5210.70,5193.70,5253.60,5185.80,608.42M,0.0033
"Nov 25, 2015",5193.68,5226.40,5231.20,5192.10,591.86M,-0.0063
"Nov 24, 2015",5226.39,5276.40,5276.40,5226.39,998.66M,-0.0095
"Nov 23, 2015",5276.42,5256.10,5285.50,5244.00,582.50M,0.0040
"Nov 22, 2015",5255.30,5253.60,5267.20,5244.00,98.99M,-0.0002
"Nov 20, 2015",5256.14,5242.60,5272.00,5231.00,600.44M,0.0026
"Nov 19, 2015",5242.57,5133.10,5242.60,5133.10,670.71M,0.0213
"Nov 18, 2015",5133.11,5118.20,5145.50,5082.70,591.43M,0.0029
"Nov 17, 2015",5118.24,5003.80,5118.24,5003.80,653.28M,0.0229
"Nov 16, 2015",5003.82,5051.30,5051.30,4979.20,546.02M,-0.0015
"Nov 15, 2015",5011.10,5020.90,5020.90,4979.20,103.36M,-0.0080
"Nov 13, 2015",5051.26,5125.70,5125.70,5010.40,665.74M,-0.0145
"Nov 12, 2015",5125.69,5122.60,5150.10,5083.20,602.50M,0.0006
"Nov 11, 2015",5122.62,5099.20,5130.90,5092.60,563.04M,0.0046
"Nov 10, 2015",5099.23,5119.50,5119.50,5047.00,753.20M,-0.0040
"Nov 09, 2015",5119.49,5215.00,5215.00,5102.80,579.93M,-0.0114
"Nov 08, 2015",5178.70,5201.30,5203.00,5172.60,87.77M,-0.0070
"Nov 06, 2015",5215.01,5171.20,5216.60,5152.80,584.77M,0.0042
"Nov 05, 2015",5192.97,5242.30,5247.60,5167.40,592.28M,-0.0094
"Nov 04, 2015",5242.29,5239.20,5313.70,5235.60,627.00M,0.0006
"Nov 03, 2015",5239.22,5165.80,5246.40,5165.80,453.30M,0.0142
"Nov 02, 2015",5165.75,5239.40,5249.30,5162.70,499.39M,-0.0085
"Nov 01, 2015",5209.90,5242.20,5249.30,5209.20,73.21M,-0.0056
"Oct 30, 2015",5239.44,5266.90,5266.90,5204.00,778.23M,-0.0052
"Oct 29, 2015",5266.86,5335.20,5353.50,5257.10,654.55M,-0.0128
"Oct 28, 2015",5335.22,5346.20,5354.90,5319.40,554.24M,-0.0020
"Oct 27, 2015",5346.15,5348.00,5355.80,5339.70,565.47M,-0.0003
"Oct 26, 2015",5347.99,5351.60,5384.80,5346.50,492.12M,-0.0037
"Oct 25, 2015",5367.60,5368.40,5384.80,5365.20,94.62M,0.0030
"Oct 23, 2015",5351.56,5263.80,5374.50,5263.80,701.01M,0.0167
"Oct 22, 2015",5263.84,5248.30,5264.70,5217.60,556.03M,0.0030
"Oct 21, 2015",5248.31,5235.60,5260.00,5195.40,549.84M,0.0024
"Oct 20, 2015",5235.57,5269.70,5269.70,5228.70,534.95M,-0.0065
"Oct 19, 2015",5269.71,5268.20,5294.00,5254.90,537.46M,-0.0021
"Oct 18, 2015",5281.00,5267.90,5294.00,5261.60,88.32M,0.0024
"Oct 16, 2015",5268.21,5230.00,5294.30,5230.00,609.73M,0.0073
"Oct 15, 2015",5230.05,5197.30,5238.90,5197.30,619.91M,0.0063
"Oct 14, 2015",5197.25,5202.90,5202.90,5164.20,618.52M,-0.0011
"Oct 13, 2015",5202.85,5232.90,5232.90,5173.30,632.58M,-0.0057
"Oct 12, 2015",5232.87,5279.70,5279.80,5225.30,591.51M,-0.0012
"Oct 11, 2015",5239.30,5279.00,5279.80,5236.90,100.14M,-0.0077
"Oct 09, 2015",5279.69,5210.40,5284.00,5210.40,654.21M,0.0133
"Oct 08, 2015",5210.40,5197.90,5256.00,5197.90,662.53M,0.0024
"Oct 07, 2015",5197.87,5167.40,5197.90,5136.30,636.72M,0.0059
"Oct 06, 2015",5167.40,5151.10,5220.00,5151.10,577.61M,0.0033
"Oct 05, 2015",5150.53,5052.00,5153.60,5052.00,317.64M,0.0002
"Oct 04, 2015",5149.30,5071.50,5149.30,5069.00,57.03M,0.0193
"Oct 02, 2015",5052.02,5112.10,5119.20,5042.80,483.39M,-0.0118
"Oct 01, 2015",5112.14,5021.70,5116.70,5021.70,613.91M,0.0180
"Sep 30, 2015",5021.63,4918.40,5022.00,4918.40,846.18M,0.0210
"Sep 29, 2015",4918.43,5098.80,5098.80,4918.40,787.99M,-0.0381
"Sep 28, 2015",5113.49,5042.10,5113.50,5031.80,518.32M,0.0142
"Sep 25, 2015",5042.11,5071.70,5116.30,5036.10,694.74M,-0.0058
"Sep 24, 2015",5071.67,4998.10,5071.70,4998.10,670.19M,0.0147
"Sep 23, 2015",4998.13,5103.60,5103.60,4988.80,677.07M,-0.0207
"Sep 22, 2015",5103.55,5066.20,5125.00,5066.20,540.59M,0.0074
"Sep 21, 2015",5066.24,5170.50,5170.50,5027.40,551.40M,-0.0202
"Sep 18, 2015",5170.50,5146.80,5195.00,5093.20,1.03B,0.0046
"Sep 17, 2015",5146.82,5098.90,5194.00,5098.90,817.62M,0.0094
"Sep 16, 2015",5098.86,5018.40,5099.00,5018.40,796.16M,0.0160
"Sep 15, 2015",5018.44,5096.50,5103.50,5017.80,703.80M,-0.0153
"Sep 14, 2015",5096.47,5071.10,5132.40,5068.90,639.47M,0.0050
"Sep 11, 2015",5071.08,5095.00,5116.10,5053.70,582.30M,-0.0047
"Sep 10, 2015",5095.02,5221.10,5221.10,5088.70,1.06B,-0.0242
"Sep 09, 2015",5221.13,5115.20,5221.13,5115.20,826.35M,0.0207
"Sep 08, 2015",5115.25,5030.40,5115.25,5030.40,595.98M,0.0169
"Sep 07, 2015",5030.42,5040.60,5046.30,4973.40,553.72M,-0.0020
"Sep 04, 2015",5040.60,5036.30,5069.20,4995.60,784.16M,0.0025
"Sep 03, 2015",5027.80,5101.50,5175.30,5027.80,740.36M,-0.0144
"Sep 02, 2015",5101.46,5096.40,5103.90,5015.00,880.70M,0.0010
"Sep 01, 2015",5096.41,5207.00,5214.00,5091.00,792.79M,-0.0212
"Aug 31, 2015",5206.98,5263.60,5263.60,5159.40,930.35M,-0.0107
"Aug 28, 2015",5263.56,5233.30,5305.00,5228.60,894.40M,0.0058
"Aug 27, 2015",5233.32,5172.80,5268.80,5172.80,775.12M,0.0117
"Aug 26, 2015",5172.77,5137.30,5179.20,5051.40,1.17B,0.0069
"Aug 25, 2015",5137.25,5001.30,5151.70,4928.30,1.24B,0.0272
"Aug 24, 2015",5001.28,5207.60,5207.60,5001.28,1.07B,-0.0409
"Aug 21, 2015",5214.60,5288.60,5288.60,5171.50,991.50M,-0.0140
"Aug 20, 2015",5288.58,5380.20,5380.20,5276.20,714.86M,-0.0170
"Aug 19, 2015",5380.19,5303.10,5383.20,5303.10,657.69M,0.0145
"Aug 18, 2015",5303.15,5367.70,5387.80,5303.10,715.47M,-0.0120
"Aug 17, 2015",5367.66,5356.50,5397.00,5356.50,445.08M,0.0021
"Aug 14, 2015",5356.54,5387.90,5401.90,5351.50,609.85M,-0.0058
"Aug 13, 2015",5387.87,5382.10,5426.20,5382.10,654.35M,0.0011
"Aug 12, 2015",5382.08,5473.10,5480.50,5364.70,745.52M,-0.0167
"Aug 11, 2015",5473.23,5522.00,5543.20,5463.00,590.87M,-0.0065
"Aug 10, 2015",5509.15,5474.80,5513.00,5458.20,467.26M,0.0063
"Aug 07, 2015",5474.78,5610.10,5610.10,5474.78,563.97M,-0.0241
"Aug 06, 2015",5610.10,5674.00,5674.00,5588.40,517.27M,-0.0113
"Aug 05, 2015",5673.98,5697.90,5700.60,5640.00,636.43M,-0.0042
"Aug 04, 2015",5697.90,5679.30,5727.70,5659.40,683.04M,0.0033
"Aug 03, 2015",5679.34,5699.20,5703.90,5670.20,395.19M,-0.0035
"Jul 31, 2015",5699.16,5669.50,5699.50,5669.50,705.38M,0.0052
"Jul 30, 2015",5669.52,5624.20,5676.50,5624.20,508.19M,0.0081
"Jul 29, 2015",5624.16,5584.70,5650.50,5584.70,591.75M,0.0071
"Jul 28, 2015",5584.69,5589.90,5607.10,5530.90,648.48M,-0.0009
"Jul 27, 2015",5589.89,5565.90,5589.90,5538.00,426.59M,0.0043
"Jul 24, 2015",5566.10,5590.30,5607.20,5548.00,500.58M,-0.0043
"Jul 23, 2015",5590.29,5614.60,5617.50,5586.20,546.34M,-0.0043
"Jul 22, 2015",5614.57,5706.70,5706.70,5614.00,632.71M,-0.0161
"Jul 21, 2015",5706.72,5686.90,5718.90,5686.80,493.84M,0.0035
"Jul 20, 2015",5686.89,5670.10,5688.30,5651.60,412.63M,0.0030
"Jul 17, 2015",5670.11,5669.60,5688.90,5647.70,478.84M,0.0001
"Jul 16, 2015",5669.61,5636.20,5691.20,5636.20,576.95M,0.0059
"Jul 15, 2015",5636.23,5577.40,5637.60,5576.90,581.06M,0.0105
"Jul 14, 2015",5577.40,5473.20,5587.10,5473.20,531.93M,0.0190
"Jul 13, 2015",5473.17,5492.00,5543.30,5451.10,442.98M,-0.0034
"Jul 10, 2015",5492.04,5471.00,5528.40,5471.00,510.49M,0.0039
"Jul 09, 2015",5470.97,5469.50,5491.20,5383.70,641.95M,0.0003
"Jul 08, 2015",5469.53,5581.40,5581.40,5469.50,661.49M,-0.0200
"Jul 07, 2015",5581.42,5475.00,5586.20,5475.00,642.23M,0.0194
"Jul 06, 2015",5475.00,5538.30,5538.30,5436.40,452.86M,-0.0114
"Jul 03, 2015",5538.29,5599.80,5599.80,5491.10,589.18M,-0.0110
"Jul 02, 2015",5599.82,5515.70,5609.90,5513.40,651.70M,0.0153
"Jul 01, 2015",5515.66,5455.40,5515.70,5452.80,632.53M,0.0104
"Jun 30, 2015",5459.01,5422.50,5466.60,5390.50,830.14M,0.0067
"Jun 29, 2015",5422.49,5545.90,5545.90,5414.30,697.77M,-0.0223
"Jun 26, 2015",5545.89,5632.70,5632.70,5524.10,824.35M,-0.0154
"Jun 25, 2015",5632.72,5686.80,5686.80,5632.70,617.95M,-0.0095
"Jun 24, 2015",5686.77,5684.30,5705.80,5679.50,611.74M,0.0004
"Jun 23, 2015",5684.28,5610.20,5690.40,5610.20,659.61M,0.0132
"Jun 22, 2015",5610.17,5597.00,5612.60,5568.20,583.02M,0.0024
