Date,Close,Open,High,Low,Volume,OBV,BIAS_6,5_MA,PSY_12,ASY_5,ASY_4,ASY_3,ASY_2,ASY_1,DAY,Change
11-02-2009,3474.4,3458.4,3474.4,3409.6,607620000.0,1698250000.0,0.019191647794875304,3466.7400000000002,58.333333333333336,-0.11432849036776105,0.36670885314102897,0.5792386464576064,0.2701699442633654,-0.5687923527975869,2,-0.410
12-02-2009,3514.3,3475.8,3553.7,3474.4,815250000.0,1090630000.0,1.3345764389828951,3474.04,58.333333333333336,0.2112196475829009,0.33174469118080196,0.04320090462570647,-0.4897647637235991,-0.41073717464961135,3,1.150
13-02-2009,3559.1,3508.0,3559.5,3507.1,737760000.0,1905880000.0,2.250951662716366,3491.1800000000003,58.333333333333336,0.4937668864829803,0.31786459539220324,0.054108713414831776,0.3655592465210411,1.1418556676916936,4,1.270
16-02-2009,3516.9,3548.8,3548.8,3499.7,561970000.0,2643640000.0,0.41113490364025956,3509.0199999999995,58.333333333333336,0.5076385762778557,0.3572651600162402,0.6659509976208492,1.2042950837560795,1.2667344998204655,0,-1.190
17-02-2009,3464.3,3507.8,3538.5,3447.5,959850000.0,2081670000.0,-1.3113664419333388,3510.6800000000003,50.0,0.04725644501615278,0.2012686444695877,0.4052705841759874,0.036978042418134294,-1.192778414984197,1,-1.500
18-02-2009,3413.2,3435.3,3437.6,3368.1,1030000000.0,1121820000.0,-2.562126207910488,3505.8,41.66666666666667,-0.14037163907907768,-0.07278025518644426,-0.4776588961458235,-1.349855594128968,-1.5069327732737392,2,-1.480
19-02-2009,3448.9,3409.7,3473.7,3390.2,922470000.0,91820000.0,-1.188031820916619,3493.56,41.66666666666667,-0.35543069116364734,-0.7297522808774826,-1.3952478744434653,-1.4964826041730994,-1.4860324350724596,3,1.050
20-02-2009,3402.4,3449.6,3450.6,3381.0,731330000.0,1014290000.0,-2.4014304359674337,3480.4800000000005,41.66666666666667,-0.375700385845974,-0.7863091072625839,-0.6508193380220462,-0.22276262039619965,1.0405071942800603,4,-1.350
23-02-2009,3351.2,3386.9,3386.9,3312.6,803770000.0,282960000.0,-3.353072367915115,3449.1400000000003,41.66666666666667,-0.9005327791262019,-0.8274713701617031,-0.6009842357910244,-0.15846013615030685,-1.357427466580674,0,-1.500
24-02-2009,3331.6,3332.6,3337.0,3296.2,784430000.0,-520810000.0,-2.9485019590326838,3416.0,41.66666666666667,-0.9652285822613393,-0.8298025345082394,-0.611059234320166,-1.436842448620279,-1.5162574306598842,1,-0.580
25-02-2009,3327.5,3355.4,3382.9,3315.3,984720000.0,-1305240000.0,-2.187971545591711,3389.46,33.33333333333333,-0.781158459039375,-0.6049399650311038,-1.1534223514681585,-1.0514197939119008,-0.5865821571639174,2,-0.120
26-02-2009,3345.5,3329.5,3366.7,3320.7,919220000.0,-2289960000.0,-0.9953242448754084,3372.3199999999997,25.0,-0.5085799278632663,-0.895851708399098,-0.7419931223385726,-0.3548609681779169,-0.12313977919191643,3,0.540
27-02-2009,3344.5,3344.3,3364.2,3312.4,1360000000.0,-1370740000.0,-0.6933206645189041,3351.6400000000003,33.33333333333333,-0.6087836076471831,-0.42162264291381035,-0.05674438033178575,0.20817450808428006,0.5394887953604766,4,-0.030
02-03-2009,3250.1,3329.4,3330.4,3233.9,866000000.0,-2730740000.0,-2.9951200584996154,3340.06,33.33333333333333,-0.343277187619222,-0.05003212685905645,0.12881788324256385,0.254796714459804,-0.029895366440868543,0,-2.820
03-03-2009,3219.2,3250.6,3250.6,3153.5,992970000.0,-3596740000.0,-3.1838960622343313,3319.84,25.0,-0.6126545110327086,-0.6191725994999064,-0.7845168729359031,-1.446519707084093,-2.8631440477273173,1,-0.950
04-03-2009,3166.4,3208.2,3211.2,3142.5,874020000.0,-4589710000.0,-4.137569127679337,3297.3599999999997,16.666666666666664,-0.6863957519163932,-0.8272097450975124,-1.2827759252501754,-1.9092162046548289,-0.9552883615823404,2,-1.640
05-03-2009,3188.5,3200.8,3218.3,3178.1,1030000000.0,-5463730000.0,-2.657073657216127,3265.14,16.666666666666664,-0.992519508419285,-1.3755215843642254,-1.8240636570053443,-1.304523461644358,-1.6537585617063755,3,0.700
06-03-2009,3145.5,3169.6,3170.8,3124.3,858340000.0,-4433730000.0,-3.28581238277766,3233.74,25.0,-0.9613114493508945,-1.194165470078401,-0.6378392775287622,-0.47911473550197314,0.6955290907024292,4,-1.350
09-03-2009,3154.5,3165.5,3177.3,3135.5,650350000.0,-5292070000.0,-2.004742624597432,3193.9399999999996,25.0,-1.2268869109675506,-0.817822626777609,-0.7720007151760319,-0.33112179191086,-1.3577726745241492,0,0.290
10-03-2009,3184.5,3148.5,3184.5,3120.8,860570000.0,-4641720000.0,-0.08993840265212663,3174.82,25.0,-0.5971152054064888,-0.5075719163625259,-0.1255097012479093,-0.5360290972230786,0.28571448007799205,1,0.950
11-03-2009,3244.4,3217.0,3265.4,3216.4,1080000000.0,-3781150000.0,2.139716453464593,3167.88,33.33333333333333,-0.21675181307891478,0.1424998740779504,-0.0418431981302092,0.6161215400667608,0.9465286000555295,2,1.880
12-03-2009,3235.5,3254.4,3272.7,3225.0,787090000.0,-2701150000.0,1.7250233182070696,3183.48,41.66666666666667,0.48670274695776783,0.4344961610216025,1.0319191062035198,1.4050214192662835,1.8635142384770376,3,-0.270
13-03-2009,3345.2,3255.1,3353.5,3254.3,1210000000.0,-3488240000.0,4.794574189809367,3192.88,41.66666666666667,0.2926577748398884,0.7052653871808978,0.8451156895485331,0.7944092342950348,-0.27469576988696787,4,3.390
16-03-2009,3348.4,3345.8,3376.4,3339.9,1460000000.0,-2278240000.0,4.043584538260772,3232.8199999999997,50.0,1.2310724499457137,1.4674119424126442,1.6410397231983491,1.5298024655590048,3.3343007010049774,0,0.100
17-03-2009,3451.9,3351.6,3451.9,3350.5,1190000000.0,-818240000.0,6.144266495836001,3271.5999999999995,50.0,1.193052299500721,1.2546832243620187,1.0517395529903457,1.7149572144290026,0.0956137278530278,1,3.090
18-03-2009,3446.3,3453.6,3487.5,3435.6,1460000000.0,371760000.0,4.381142761952375,3325.0799999999995,58.333333333333336,1.6125902651701551,1.5498592718434345,2.1580442857535687,1.5699160781278643,3.0442184284027007,2,-0.160
19-03-2009,3480.2,3454.6,3500.7,3454.6,2120000000.0,-1088240000.0,4.033041546057394,3365.46,58.333333333333336,1.2074151712065273,1.577942906479901,0.9924903083048756,1.4409285985307996,-0.1623612313411016,3,0.980
20-03-2009,3465.8,3499.1,3499.2,3464.0,1460000000.0,1031760000.0,2.3996060568755393,3414.4,66.66666666666666,1.458125757683142,0.989082021852683,1.2869047865192347,0.40824796557750176,0.9788571624961051,4,-0.410
23-03-2009,3550.3,3469.9,3550.3,3456.2,915480000.0,-428240000.0,3.7199700065245587,3438.5199999999995,66.66666666666666,0.7083400739755064,0.861521660506126,0.13395607120726774,0.2821147224814524,-0.41462771753320027,0,2.440
24-03-2009,3580.0,3579.3,3646.2,3574.9,1120000000.0,487240000.0,3.5535050547416334,3478.9,66.66666666666666,1.170989743105899,0.7026825717816987,0.9910305061559654,0.9971171779858956,2.4088620735049915,1,0.840
25-03-2009,3609.3,3564.0,3626.3,3558.7,1000000000.0,1607240000.0,3.248229993563618,3504.5199999999995,75.0,0.7287599264963518,0.9515402159557151,0.9424345671089185,1.6209657094299779,0.8330693453549642,2,0.820
26-03-2009,3646.6,3610.9,3666.3,3603.7,1000000000.0,2607240000.0,3.5382525944188683,3537.12,75.0,0.9242531190214365,0.9106021081527693,1.3523453833814258,0.824087038319643,0.8151047312843218,3,1.030
27-03-2009,3672.3,3656.9,3706.6,3656.9,1140000000.0,3607240000.0,3.2889247241259842,3570.4,75.0,0.934109264472518,1.2712935099739475,0.8921039887969329,0.9216213105179172,1.0281378897515125,4,0.700
30-03-2009,3604.4,3658.0,3658.9,3592.8,694720000.0,4747240000.0,0.4743475978312943,3611.7,75.0,1.1574936508686307,0.8446515452095404,0.8485122784943991,0.8652160520994379,0.7022942144473632,0,-1.850
31-03-2009,3582.1,3586.8,3622.5,3570.5,996550000.0,4052520000.0,-0.7861366668359361,3622.5200000000004,75.0,0.30246428839372896,0.16981302415342014,-0.045284211556880415,-0.5819952622110769,-1.866284738869517,1,-0.620
01-04-2009,3579.7,3583.6,3598.7,3550.9,1010000000.0,3055970000.0,-0.9979395889318631,3622.94,66.66666666666666,0.011728404016615457,-0.18911567780031113,-0.5948668669842524,-1.2434474077000601,-0.6206100765306033,2,-0.070
02-04-2009,3680.2,3593.5,3703.2,3592.9,1210000000.0,2045970000.0,1.7829485950291202,3617.0199999999995,58.333333333333336,-0.16469699413693917,-0.4629057151090521,-0.8513056916278572,-0.3438161680070273,-0.06702225948345131,3,2.810
03-04-2009,3735.6,3704.6,3750.1,3704.6,1240000000.0,3255970000.0,2.978594368099687,3623.7400000000002,58.333333333333336,0.1834374381434145,0.053723244067427345,0.6937259050464087,1.3508938958349148,2.768810051153281,4,1.510
06-04-2009,3756.6,3733.8,3763.1,3733.4,1070000000.0000001,4495970000.0,3.135767331829435,3636.4,66.66666666666666,0.3418055897197192,0.8938281718670282,1.3986409213329054,2.1314725117410838,1.4941349723288866,0,0.560
07-04-2009,3706.3,3742.6,3743.1,3704.5,1140000000.0,5565970000.0,1.3638062592872995,3666.84,66.66666666666666,0.8271794323687587,1.1891268095935992,1.607843165952616,1.0273597233522835,0.5605844743756805,1,-1.340
08-04-2009,3619.5,3691.3,3691.3,3610.9,887740000.0,4425970000.0,-1.4677525464485792,3691.6800000000003,66.66666666666666,0.6816970756917229,0.8688769094855164,0.23556586226292828,-0.3937186927700509,-1.3480218599157823,2,-2.340
09-04-2009,3671.6,3626.8,3675.2,3626.1,719170000.0,3538230000.0,-0.21877080700610607,3699.6400000000003,58.333333333333336,0.22113793464910714,-0.4157800944769363,-1.0524184500788774,-1.8589199123061562,-2.36981796469653,3,1.440
14-04-2009,3752.9,3697.0,3775.3,3696.4,884430000.0,4257400000.0,1.567898672969537,3697.9199999999996,58.333333333333336,-0.04679128334675653,-0.4320228472656673,-0.7628919544794499,-0.4703270017612837,1.4291639611739626,1,2.210
15-04-2009,3747.5,3746.1,3763.3,3734.4,888190000.0,5141830000.0,1.0902551421827542,3701.38,58.333333333333336,0.0924085238815664,-0.024635463741962127,0.41649333498264457,1.809648984822232,2.190134008470501,2,-0.140
16-04-2009,3775.7,3753.2,3804.2,3752.3,928940000.0,4253640000.0,1.7964986699259315,3699.56,50.0,-0.048506840051345534,0.27637191491476365,1.1584352081185283,1.023070831590811,-0.14399234528887916,3,0.750
17-04-2009,3776.7,3785.6,3851.2,3776.7,1030000000.0,5182580000.0,1.7361438480705722,3713.44,50.0,0.3710344315287273,1.0562475305850416,0.931942053722068,0.3028460763478513,0.7496844979845818,4,0.030
20-04-2009,3769.0,3777.9,3788.0,3731.7,929700000.0,6212580000.0,1.208831045609757,3744.88,58.333333333333336,0.8502943541425267,0.7055769523846678,0.21072460035605664,0.38808307317852453,0.026481648372467248,0,-0.200
21-04-2009,3677.4,3740.3,3740.3,3661.0,852760000.0,5282880000.0,-1.9072261196617672,3764.3599999999997,58.333333333333336,0.523643598443968,0.10702099593733472,0.190692109679406,-0.08880408447318189,-0.20408981731883102,1,-2.430
22-04-2009,3668.2,3689.6,3701.5,3661.2,945960000.0,4430120000.0,-2.1778552126297908,3749.2599999999998,58.333333333333336,-0.4064578741980185,-0.4720742564253033,-0.8793271745619317,-1.3322315860291312,-2.4603733547394313,2,-0.250
23-04-2009,3743.0,3677.1,3745.4,3675.0,981270000.0,3484160000.0,0.19407080238238641,3733.4,50.0,-0.4277574491964131,-0.7221179359916619,-0.9716511307797049,-1.3554317875101418,-0.2504902202808523,3,2.040
24-04-2009,3712.3,3744.6,3754.4,3687.0,979730000.0,4465430000.0,-0.6077643908969161,3726.8599999999997,50.0,-0.17396734104337952,-0.2240795883973412,-0.23074284542351128,0.8840724092344487,2.01863503874975,4,-0.820
27-04-2009,3731.6,3725.0,3780.8,3680.6,744800000.0,3485700000.0,0.192423008421871,3713.9799999999996,41.66666666666667,-0.34397963668784115,-0.3789520915300937,0.3148549962063522,0.5975276044499545,-0.8235798298498409,0,0.520
28-04-2009,3708.4,3728.6,3777.9,3701.1,857840000.0,4230500000.0,-0.22913256955808275,3706.5,50.0,-0.19945236360658924,0.36577788417662127,0.5712005856624458,-0.1525166408812062,0.5185465480874285,1,-0.620
29-04-2009,3695.3,3694.6,3723.9,3679.8,1020000000.0,3372660000.0,-0.31068886600812584,3712.7,50.0,0.16789072026174523,0.2724859553973946,-0.30956373905339046,-0.052555693655165214,-0.6236579353977589,2,-0.350
30-04-2009,3780.5,3713.9,3799.3,3713.4,1130000000.0,2352660000.0,1.9057631139145041,3718.12,41.66666666666667,0.14721326735902096,-0.32064217548866125,-0.15299629070160137,-0.4887677100961163,-0.3538774847944737,3,2.310
01-05-2009,3769.6,3771.4,3784.0,3754.2,833100000.0,3482660000.0,1.1018680350988594,3725.62,41.66666666666667,0.1993769418778868,0.4551161348098187,0.4339726637172821,0.9627879632748026,2.279453411344079,4,-0.290
04-05-2009,3883.0,3781.5,3883.0,3781.5,1000000000.0,2649560000.0,4.019609156297316,3737.0799999999995,41.66666666666667,0.30634528822563567,0.25329497326018746,0.545612609479503,0.9953576566164912,-0.2887380981110965,0,3.010
05-05-2009,3890.4,3902.6,3943.4,3880.6,1240000000.0,3649560000.0,3.4295740947519664,3767.3600000000006,41.66666666666667,0.7954190928972338,1.150188349970982,1.6515436282261338,1.3375887366671613,2.963915571445419,1,0.190
06-05-2009,3867.1,3890.2,3907.8,3851.9,1160000000.0,4889560000.0,2.091766693653402,3803.7599999999998,41.66666666666667,0.9582292671349535,1.2862559551173103,0.955190136375054,1.5771542536181293,0.1903929357908396,2,-0.600
07-05-2009,3938.7,3890.6,3954.2,3890.1,1410000000.0,3729560000.0,3.2609598049454123,3838.12,41.66666666666667,0.9088626045544501,0.5662149028570429,0.8511992365130894,-0.20515893095307547,-0.6007107976969905,3,1.850
08-05-2009,3941.7,3919.0,3943.2,3906.6,953730000.0,5139560000.0,2.252121767628072,3869.7599999999998,50.0,0.8198888721970121,1.0970456147740393,0.47475562921691267,0.6169369759299492,1.834584749556889,4,0.080
11-05-2009,3926.0,3943.2,3960.4,3901.4,1620000000.0,6093290000.0,1.1399497649256134,3904.1800000000003,58.333333333333336,0.8928641459734621,0.37510128960547284,0.43667074087701724,0.9553615101640212,0.07613827077115332,0,-0.400
12-05-2009,3877.2,3914.2,3914.2,3856.1,1160000000.0,4473290000.0,-0.7834724419859489,3912.78,50.0,0.2202609020947932,0.2277278936707816,0.5038741241267056,-0.161481188588386,-0.3991006479479253,1,-1.240
13-05-2009,3856.1,3877.7,3894.4,3838.6,1190000000.0,3313290000.0,-1.2990004735272778,3910.1400000000003,50.0,-0.06797472942245975,0.06520928764617295,-0.5245825329907324,-0.8249429348716752,-1.2507852217954252,2,-0.540
14-05-2009,3723.4,3823.1,3823.4,3722.7,1240000000.0,2123290000.0,-4.555941008595788,3907.9399999999996,41.66666666666667,-0.05697124216961669,-0.5298602401012431,-0.7318597437253752,-0.8982392916141002,-0.5456933614327752,3,-3.440
15-05-2009,3773.2,3743.4,3791.7,3741.9,1130000000.0,883290000.0,-2.6819297514088785,3864.88,41.66666666666667,-1.1242698054075717,-1.424371824452253,-1.7661288832870288,-2.0238007140328307,-3.501908066632886,4,1.340
18-05-2009,3735.6,3763.8,3763.8,3714.9,774520000.0,2013290000.0,-2.9613466334164706,3831.1799999999994,50.0,-0.8737730908037733,-0.9924412015177353,-0.9063265280918387,-1.0866431114213704,1.3286218437901454,0,-1.000
19-05-2009,3817.3,3759.1,3821.2,3758.4,1100000000.0,1238770000.0,0.05373173448661652,3793.0999999999995,41.66666666666667,-0.9942529520168719,-0.9301198845722336,-1.058262058952053,0.16356094488836348,-1.0014999540134184,1,2.190
20-05-2009,3824.6,3826.1,3831.5,3791.5,1020000000.0,2338770000.0,0.7233527046719584,3781.1200000000003,50.0,-0.31139754411757536,-0.2528235897887754,0.8302045691592616,0.5809959318438196,2.1634918177010576,2,0.190
21-05-2009,3813.9,3824.8,3830.3,3792.2,1140000000.0,3358770000.0,0.6739931896771687,3774.8199999999997,50.0,-0.16404846750500468,0.6704164322769657,0.4510146284392391,1.1772719196655679,0.19105202163007817,3,-0.280
22-05-2009,3761.6,3795.5,3796.2,3751.8,1000000000.0,2218770000.0,-0.5218617771509232,3792.9199999999996,41.66666666666667,0.48030116572782333,0.2682209962122428,0.6914613129541299,-0.04455393941933394,-0.28015990046874606,4,-1.370
25-05-2009,3737.9,3763.7,3784.5,3722.0,834980000.0,1218770000.0,-1.314782057713105,3790.6,41.66666666666667,-0.06158097979785282,0.17339876375603858,-0.48996558755896774,-0.8304743921534907,-1.3807888838382354,0,-0.630
26-05-2009,3788.4,3736.2,3788.4,3723.1,1020000000.0,383790000.0,0.1740785953840446,3791.06,33.33333333333333,0.012310162963053983,-0.5254852507214469,-0.7643310081719553,-1.00641656202356,-0.6320442402088844,1,1.350
27-05-2009,3801.1,3798.9,3836.9,3798.5,1380000000.0,1403790000.0,0.27656010235801,3785.28,33.33333333333333,-0.1519920012125553,-0.23775300692321366,-0.22361737574136953,0.3549683783070634,1.3419809968230112,2,0.340
28-05-2009,3755.7,3782.5,3783.2,3737.3,1140000000.0,2783790000.0,-0.8505114948850521,3780.5799999999995,41.66666666666667,-0.12326776239220294,-0.08404472787306716,0.34820332411532223,0.8383271062774256,0.33467321573183995,3,-1.190
29-05-2009,3818.0,3774.2,3822.8,3771.2,1670000000.0,1643790000.0,1.1006858323109212,3768.94,41.66666666666667,-0.30755203380920193,-0.039242821301943565,0.15835765166703672,-0.43345402091095053,-1.201581257553741,4,1.660
01-06-2009,3894.4,3826.4,3895.0,3810.2,1270000000.0,3313790000.0,3.105102216417284,3780.22,50.0,0.2976465299977704,0.5300692225494341,0.25943196445824174,0.22181133882144266,1.6452039351966263,0,2.000
02-06-2009,3955.3,3912.2,3966.6,3912.2,1560000000.0,4583790000.0,4.107389616371657,3811.5200000000004,58.333333333333336,0.8203133481898561,0.6898964360315674,0.8083041761314765,1.8132468929740853,1.9812898507515442,1,1.560
03-06-2009,4017.2,3951.5,4017.2,3945.9,1620000000.0,6143790000.0,4.737777507398013,3844.9,58.333333333333336,0.8622537064655589,0.9941488291489886,1.7260588580498986,1.7664863194765346,1.551682788201525,2,1.560
04-06-2009,3934.6,3993.3,3995.0,3926.4,1560000000.0,7763790000.0,1.5743254581205277,3888.1200000000003,66.66666666666666,1.1058928801983825,1.6827614146364134,1.6952805744496757,1.5522759362987415,1.552869084395958,3,-2.060
05-06-2009,3971.2,3937.8,4021.3,3937.8,1540000000.0,6203790000.0,1.9336732947739406,3923.9,58.333333333333336,0.9306907781687812,0.7520624889118199,0.34232003496524516,-0.2623613416528947,-2.0775917677017475,4,0.930
09-06-2009,3934.9,3959.2,3995.9,3934.9,1440000000.0,7743790000.0,0.07926852530870523,3954.54,58.333333333333336,0.7868318144918973,0.4882173054269856,0.13372881116880583,-0.5758413254447703,0.9259091168122069,1,-0.910
10-06-2009,4024.4,3952.4,4024.4,3951.4,1520000000.0,6303790000.0,1.8508832610639594,3962.6400000000003,58.333333333333336,0.2069168954954037,-0.1292745776811266,-0.6899891317068215,0.003812186290641506,-0.9182847442309239,2,2.270
11-06-2009,4047.2,4021.5,4053.0,4019.2,1420000000.0,7823790000.0,1.8693157029230953,3976.46,66.66666666666666,0.3463875948534323,0.04476722246780085,0.7522202191909836,0.665375770380372,2.249036284991668,3,0.570
12-06-2009,4062.2,4044.9,4079.4,4037.5,1590000000.0,9243790000.0,1.8541967028145132,3982.46,75.0,0.14880282917086873,0.7054014783890228,0.6318989322479615,1.406990770487404,0.5649452559831403,4,0.370
15-06-2009,4031.7,4048.8,4058.8,4031.7,1660000000.0,10833790000.0,0.8997059375586515,4007.9800000000005,75.0,0.638309478304393,0.5664095686774395,1.0613076729802273,0.46744336697450706,0.36994147796587384,0,-0.750
16-06-2009,3962.5,4014.4,4016.1,3953.6,1270000000.0,9173790000.0,-1.2321573970986683,4020.0800000000004,66.66666666666666,0.3023961442168144,0.6075663663287489,0.06040972677444264,-0.19185803782990618,-0.7536575536256862,1,-1.720
17-06-2009,3904.1,3943.8,3943.9,3874.8,1470000000.0,7903790000.0,-2.6526312289873704,4025.6,66.66666666666666,0.13979341235113907,-0.38751730580899313,-0.705004826406371,-1.2424779785924933,-1.7312984035593004,2,-1.470
18-06-2009,3892.1,3896.1,3921.4,3871.5,1540000000.0,6433790000.0,-2.827468261200644,4001.5399999999995,58.333333333333336,-0.6069709691773184,-0.8999500254674331,-1.3232471932785355,-1.60804201310496,-1.4847856226506195,3,-0.310
19-06-2009,3899.6,3899.6,3933.8,3899.0,1360000000.0,4893790000.0,-2.101272813998428,3970.5199999999995,50.0,-0.781528525423596,-1.0693960262709634,-1.1746421838193892,-0.8963140739494335,-0.3078425252482475,4,0.190
22-06-2009,3918.2,3908.9,3931.2,3897.6,1040000000.0,6253790000.0,-1.023063126784034,3938.0,50.0,-0.8170143000453933,-0.8328534866503201,-0.53337184768066,-0.05766496019568024,0.19251260485688704,0,0.480
23-06-2009,3796.9,3887.8,3887.8,3791.5,1170000000.0,7293790000.0,-3.502172973797244,3915.3,50.0,-0.5711151713439477,-0.28106936329010956,0.12016938983006042,0.3341753473692144,0.47583808988154175,1,-3.100
24-06-2009,3807.0,3802.2,3811.9,3767.9,1090000000.0,6123790000.0,-2.273524604892751,3882.1800000000003,50.0,-0.8538038976411855,-0.696058466388827,-0.8254637801023534,-1.3344519725819737,-3.144742035045489,2,0.270
25-06-2009,3856.0,3814.7,3857.5,3812.0,1030000000.0,7213790000.0,-0.35274508030442264,3862.7599999999998,50.0,-0.5037161115306432,-0.5526845081012421,-0.8010835457539519,-1.4395443635716987,0.26565330790209174,3,1.290
